shipment_id,order_id,shipping_date,delivery_date,shipping_mode,delivery_status
SH00444,O00491,2025-12-24,2026-01-01,Standard,Delayed
SH00445,O00492,2025-11-21,2025-11-29,Express,Delayed
SH00446,O00493,2025-05-15,2025-05-22,Standard,Delayed
SH00447,O00495,2025-11-25,2025-12-05,Standard,Delayed
SH00448,O00497,2025-04-19,2025-04-29,Standard,Delayed
SH00449,O00498,2025-04-03,2025-04-10,Economy,On Time
SH00450,O00499,2025-10-15,2025-10-25,Standard,Delayed
SH00451,O00500,2025-02-21,2025-03-02,Express,Delayed
SH00452,O00501,2025-01-30,2025-02-07,Standard,Delayed
SH00453,O00502,2025-10-24,2025-11-03,Standard,Delayed
SH00454,O00503,2025-10-27,2025-11-06,Express,Delayed
SH00455,O00504,2025-08-04,2025-08-12,Standard,Delayed
SH00456,O00505,2025-09-27,2025-10-03,Express,Delayed
SH00457,O00506,2025-09-17,2025-09-25,Standard,Delayed
SH00458,O00507,2025-10-31,2025-11-02,Economy,On Time
SH00459,O00508,2025-04-12,2025-04-22,Economy,Delayed
SH00460,O00509,2025-12-14,2025-12-21,Economy,On Time
SH00461,O00510,2025-04-23,2025-04-25,Express,On Time
SH00462,O00511,2025-07-04,2025-07-10,Standard,Delayed
SH00463,O00512,2025-11-12,2025-11-19,Standard,Delayed
SH00464,O00513,2025-01-03,2025-01-10,Economy,On Time
SH00465,O00514,2025-11-17,2025-11-23,Economy,On Time
SH00466,O00515,2025-02-26,2025-03-03,Standard,On Time
SH00467,O00516,2025-06-01,2025-06-07,Express,Delayed
SH00468,O00517,2025-11-07,2025-11-15,Standard,Delayed
SH00469,O00519,2025-07-22,2025-07-28,Standard,Delayed
SH00470,O00520,2025-11-10,2025-11-12,Standard,On Time
SH00471,O00522,2025-06-05,2025-06-07,Express,On Time
SH00472,O00523,2025-10-19,2025-10-29,Express,Delayed
SH00473,O00524,2025-03-05,2025-03-14,Express,Delayed
SH00474,O00525,2025-09-02,2025-09-11,Economy,Delayed
SH00475,O00526,2025-01-26,2025-01-28,Standard,On Time
SH00476,O00528,2025-03-18,2025-03-22,Standard,On Time
SH00477,O00529,2025-10-24,2025-10-27,Standard,On Time
SH00478,O00530,2025-07-30,2025-08-04,Express,Delayed
SH00479,O00531,2025-12-14,2025-12-19,Standard,On Time
SH00480,O00532,2025-01-20,2025-01-30,Standard,Delayed
SH00481,O00533,2025-05-09,2025-05-12,Express,On Time
SH00482,O00534,2026-01-01,2026-01-03,Standard,On Time
SH00483,O00535,2025-09-11,2025-09-16,Standard,On Time
SH00484,O00536,2025-06-29,2025-07-06,Standard,Delayed
SH00485,O00537,2025-07-03,2025-07-05,Express,On Time
SH00486,O00538,2025-06-02,2025-06-09,Standard,Delayed
SH00487,O00539,2025-01-27,2025-02-06,Standard,Delayed
SH00488,O00540,2025-07-02,2025-07-06,Standard,On Time
SH00489,O00541,2025-07-19,2025-07-29,Standard,Delayed
SH00490,O00543,2025-06-11,2025-06-17,Standard,Delayed
SH00491,O00544,2025-06-29,2025-07-04,Standard,On Time
SH00492,O00545,2025-10-15,2025-10-25,Standard,Delayed
SH00493,O00546,2025-03-06,2025-03-13,Express,Delayed
SH00494,O00547,2025-05-31,2025-06-04,Standard,On Time
SH00495,O00548,2025-06-05,2025-06-11,Express,Delayed
SH00496,O00549,2025-06-08,2025-06-14,Same Day,Delayed
SH00497,O00550,2025-02-21,2025-02-26,Express,Delayed
SH00498,O00551,2025-12-04,2025-12-14,Standard,Delayed
SH00499,O00552,2025-03-27,2025-03-29,Same Day,Delayed
SH00500,O00555,2025-05-29,2025-06-03,Economy,On Time
SH00501,O00556,2025-04-30,2025-05-02,Standard,On Time
SH00502,O00557,2025-12-09,2025-12-19,Same Day,Delayed
SH00503,O00558,2025-03-05,2025-03-08,Express,On Time
SH00504,O00559,2025-07-11,2025-07-21,Express,Delayed
SH00505,O00560,2025-12-29,2026-01-03,Standard,On Time
SH00506,O00561,2025-02-21,2025-03-03,Standard,Delayed
SH00507,O00562,2025-11-25,2025-12-04,Express,Delayed
SH00508,O00563,2025-09-15,2025-09-23,Same Day,Delayed
SH00509,O00564,2025-08-14,2025-08-16,Express,On Time
SH00510,O00565,2025-05-24,2025-05-26,Economy,On Time
SH00511,O00566,2025-08-06,2025-08-12,Standard,Delayed
SH00512,O00567,2025-08-02,2025-08-04,Standard,On Time
SH00513,O00568,2025-11-16,2025-11-18,Economy,On Time
SH00514,O00569,2025-02-02,2025-02-10,Standard,Delayed
SH00515,O00570,2025-06-09,2025-06-15,Express,Delayed
SH00516,O00571,2025-10-15,2025-10-20,Express,Delayed
SH00517,O00572,2025-11-04,2025-11-14,Express,Delayed
SH00518,O00573,2025-10-15,2025-10-20,Express,Delayed
SH00519,O00574,2025-05-25,2025-05-31,Standard,Delayed
SH00520,O00575,2025-01-21,2025-01-26,Standard,On Time
SH00521,O00576,2025-01-19,2025-01-28,Standard,Delayed
SH00522,O00577,2025-09-16,2025-09-22,Standard,Delayed
SH00523,O00578,2025-03-20,2025-03-25,Standard,On Time
SH00524,O00580,2025-07-15,2025-07-24,Same Day,Delayed
SH00525,O00581,2025-04-24,2025-04-28,Same Day,Delayed
SH00526,O00582,2025-04-26,2025-04-28,Standard,On Time
SH00527,O00583,2025-08-11,2025-08-15,Economy,On Time
SH00528,O00584,2025-06-16,2025-06-21,Standard,On Time
SH00529,O00585,2025-11-17,2025-11-22,Standard,On Time
SH00530,O00586,2025-05-14,2025-05-16,Express,On Time
SH00531,O00587,2025-09-24,2025-10-02,Standard,Delayed
SH00532,O00588,2025-02-27,2025-03-04,Express,Delayed
SH00533,O00589,2025-12-28,2026-01-03,Express,Delayed
SH00534,O00590,2025-05-13,2025-05-17,Economy,On Time
SH00535,O00591,2025-10-18,2025-10-28,Express,Delayed
SH00536,O00592,2025-09-26,2025-09-30,Standard,On Time
SH00537,O00593,2025-06-12,2025-06-19,Standard,Delayed
SH00538,O00594,2025-03-29,2025-04-05,Standard,Delayed
SH00539,O00595,2025-02-25,2025-02-27,Standard,On Time
SH00540,O00596,2025-10-16,2025-10-24,Standard,Delayed
SH00541,O00597,2025-06-30,2025-07-02,Economy,On Time
SH00542,O00598,2025-12-16,2025-12-23,Standard,Delayed
SH00543,O00599,2025-01-11,2025-01-21,Standard,Delayed
SH00544,O00600,2025-11-18,2025-11-23,Express,Delayed
SH00545,O00602,2025-09-07,2025-09-11,Standard,On Time
SH00546,O00603,2025-11-21,2025-11-23,Standard,On Time
SH00547,O00604,2025-09-15,2025-09-17,Standard,On Time
SH00548,O00605,2025-11-25,2025-12-04,Economy,Delayed
SH00549,O00606,2025-02-26,2025-03-07,Express,Delayed
SH00550,O00607,2025-09-07,2025-09-15,Economy,On Time
SH00551,O00608,2025-08-29,2025-09-07,Express,Delayed
SH00552,O00609,2025-08-18,2025-08-24,Express,Delayed
SH00553,O00610,2025-03-09,2025-03-18,Economy,Delayed
SH00554,O00611,2025-02-22,2025-02-28,Standard,Delayed
SH00555,O00612,2025-04-08,2025-04-15,Standard,Delayed
SH00556,O00613,2025-04-04,2025-04-06,Express,On Time
SH00557,O00614,2025-09-23,2025-09-25,Standard,On Time
SH00558,O00615,2025-10-19,2025-10-27,Economy,On Time
SH00559,O00616,2025-04-08,2025-04-16,Economy,On Time
SH00560,O00618,2025-03-21,2025-03-23,Standard,On Time
SH00561,O00619,2025-10-18,2025-10-22,Same Day,Delayed
SH00562,O00621,2025-10-31,2025-11-04,Express,Delayed
SH00563,O00622,2025-06-16,2025-06-25,Same Day,Delayed
SH00564,O00623,2025-07-03,2025-07-11,Economy,On Time
SH00565,O00624,2025-08-12,2025-08-16,Standard,On Time
SH00566,O00625,2025-11-09,2025-11-11,Economy,On Time
SH00567,O00626,2025-01-08,2025-01-16,Economy,On Time
SH00568,O00627,2025-11-28,2025-12-04,Standard,Delayed
SH00569,O00628,2025-09-21,2025-09-23,Standard,On Time
SH00570,O00629,2025-06-12,2025-06-17,Standard,On Time
SH00571,O00630,2025-06-02,2025-06-09,Economy,On Time
SH00572,O00631,2025-03-27,2025-04-03,Express,Delayed
SH00573,O00632,2025-05-30,2025-06-07,Economy,On Time
SH00574,O00633,2025-04-24,2025-05-03,Economy,Delayed
SH00575,O00634,2025-02-06,2025-02-12,Express,Delayed
SH00576,O00635,2025-10-13,2025-10-18,Standard,On Time
SH00577,O00636,2025-07-09,2025-07-18,Express,Delayed
SH00578,O00637,2025-03-24,2025-04-01,Standard,Delayed
SH00579,O00638,2025-01-05,2025-01-14,Same Day,Delayed
SH00580,O00639,2025-10-31,2025-11-07,Economy,On Time
SH00581,O00640,2025-07-18,2025-07-22,Same Day,Delayed
SH00582,O00641,2025-01-13,2025-01-15,Economy,On Time
SH00583,O00642,2025-08-24,2025-08-29,Same Day,Delayed
SH00584,O00643,2025-07-15,2025-07-20,Express,Delayed
SH00585,O00644,2025-05-02,2025-05-08,Same Day,Delayed
SH00586,O00645,2025-01-21,2025-01-31,Same Day,Delayed
SH00587,O00646,2025-09-19,2025-09-28,Same Day,Delayed
SH00588,O00647,2025-10-21,2025-10-23,Standard,On Time
SH00589,O00648,2025-09-15,2025-09-25,Standard,Delayed
SH00590,O00649,2025-08-13,2025-08-16,Economy,On Time
SH00591,O00650,2025-08-15,2025-08-19,Economy,On Time
SH00592,O00651,2025-02-25,2025-03-07,Economy,Delayed
SH00593,O00652,2025-12-24,2026-01-02,Same Day,Delayed
SH00594,O00653,2025-12-10,2025-12-16,Standard,Delayed
SH00595,O00654,2026-01-02,2026-01-05,Standard,On Time
SH00596,O00655,2025-10-10,2025-10-17,Economy,On Time
SH00597,O00656,2025-03-24,2025-03-30,Economy,On Time
SH00598,O00657,2025-07-22,2025-07-29,Standard,Delayed
SH00599,O00658,2025-06-08,2025-06-10,Express,On Time
SH00600,O00660,2025-03-01,2025-03-10,Economy,Delayed
SH00601,O00661,2025-08-04,2025-08-08,Express,Delayed
SH00602,O00663,2025-08-14,2025-08-23,Express,Delayed
SH00603,O00664,2025-07-29,2025-08-01,Economy,On Time
SH00604,O00665,2025-04-28,2025-05-03,Economy,On Time
SH00605,O00666,2025-07-30,2025-08-03,Standard,On Time
SH00606,O00667,2025-01-17,2025-01-25,Economy,On Time
SH00607,O00668,2025-01-11,2025-01-19,Economy,On Time
SH00608,O00669,2025-02-11,2025-02-21,Express,Delayed
SH00609,O00670,2025-08-26,2025-08-29,Economy,On Time
SH00610,O00672,2025-12-27,2025-12-29,Standard,On Time
SH00611,O00673,2025-07-21,2025-07-31,Express,Delayed
SH00612,O00675,2025-10-07,2025-10-13,Same Day,Delayed
SH00613,O00676,2025-08-26,2025-09-04,Economy,Delayed
SH00614,O00677,2025-01-05,2025-01-10,Same Day,Delayed
SH00615,O00678,2025-06-06,2025-06-16,Standard,Delayed
SH00616,O00679,2025-02-01,2025-02-09,Express,Delayed
SH00617,O00680,2025-04-20,2025-04-26,Express,Delayed
SH00618,O00681,2025-04-09,2025-04-16,Express,Delayed
SH00619,O00682,2025-08-04,2025-08-07,Standard,On Time
SH00620,O00683,2025-10-21,2025-10-30,Economy,Delayed
SH00621,O00684,2025-03-18,2025-03-20,Express,On Time
SH00622,O00685,2025-11-23,2025-11-25,Economy,On Time
SH00623,O00686,2025-05-29,2025-06-02,Standard,On Time
SH00624,O00687,2025-05-11,2025-05-20,Express,Delayed
SH00625,O00688,2025-12-09,2025-12-17,Same Day,Delayed
SH00626,O00689,2025-02-14,2025-02-16,Standard,On Time
SH00627,O00690,2025-12-23,2026-01-02,Express,Delayed
SH00628,O00691,2025-02-13,2025-02-18,Standard,On Time
SH00629,O00692,2025-02-04,2025-02-14,Express,Delayed
SH00630,O00693,2025-01-18,2025-01-23,Express,Delayed
SH00631,O00694,2025-06-15,2025-06-17,Standard,On Time
SH00632,O00696,2025-03-20,2025-03-29,Standard,Delayed
SH00633,O00697,2025-03-31,2025-04-07,Standard,Delayed
SH00634,O00698,2025-04-30,2025-05-10,Same Day,Delayed
SH00635,O00699,2025-12-30,2026-01-07,Standard,Delayed
SH00636,O00700,2025-12-10,2025-12-16,Standard,Delayed
SH00637,O00701,2025-01-29,2025-02-01,Standard,On Time
SH00638,O00702,2025-11-10,2025-11-14,Standard,On Time
SH00639,O00703,2025-10-17,2025-10-19,Express,On Time
SH00640,O00704,2025-05-16,2025-05-19,Standard,On Time
SH00641,O00705,2025-08-10,2025-08-12,Standard,On Time
SH00642,O00706,2025-06-20,2025-06-29,Economy,Delayed
SH00643,O00707,2025-04-11,2025-04-20,Standard,Delayed
SH00644,O00708,2025-09-27,2025-10-04,Standard,Delayed
SH00645,O00709,2025-08-27,2025-08-31,Express,Delayed
SH00646,O00710,2025-11-07,2025-11-16,Express,Delayed
SH00647,O00711,2025-06-23,2025-07-02,Express,Delayed
SH00648,O00712,2025-07-12,2025-07-15,Same Day,Delayed
SH00649,O00713,2025-05-03,2025-05-08,Express,Delayed
SH00650,O00714,2025-02-17,2025-02-19,Same Day,Delayed
SH00651,O00715,2025-03-06,2025-03-11,Standard,On Time
SH00652,O00716,2025-05-12,2025-05-14,Standard,On Time
SH00653,O00717,2025-11-08,2025-11-15,Express,Delayed
SH00654,O00718,2025-12-31,2026-01-07,Economy,On Time
SH00655,O00720,2025-11-04,2025-11-12,Standard,Delayed
SH00656,O00721,2025-07-01,2025-07-11,Economy,Delayed
SH00657,O00723,2025-10-11,2025-10-19,Express,Delayed
SH00658,O00724,2025-01-30,2025-02-07,Economy,On Time
SH00659,O00725,2025-05-30,2025-06-06,Express,Delayed
SH00660,O00726,2025-09-25,2025-09-29,Standard,On Time
SH00661,O00727,2025-10-26,2025-11-01,Standard,Delayed
SH00662,O00728,2025-01-14,2025-01-17,Economy,On Time
SH00663,O00729,2025-06-14,2025-06-23,Express,Delayed
SH00664,O00730,2025-04-26,2025-04-30,Standard,On Time
SH00665,O00731,2025-07-07,2025-07-13,Economy,On Time
SH00666,O00732,2025-10-25,2025-10-27,Express,On Time
SH00667,O00733,2025-08-23,2025-08-28,Standard,On Time
SH00668,O00734,2025-08-17,2025-08-24,Standard,Delayed
SH00669,O00735,2025-11-09,2025-11-11,Standard,On Time
SH00670,O00737,2025-02-25,2025-03-03,Standard,Delayed
SH00671,O00738,2025-04-23,2025-04-26,Standard,On Time
SH00672,O00739,2025-06-04,2025-06-14,Standard,Delayed
SH00673,O00740,2025-09-06,2025-09-09,Standard,On Time
SH00674,O00741,2025-03-13,2025-03-19,Standard,Delayed
SH00675,O00742,2025-11-10,2025-11-12,Express,On Time
SH00676,O00743,2025-10-19,2025-10-22,Express,On Time
SH00677,O00744,2025-09-10,2025-09-18,Standard,Delayed
SH00678,O00745,2025-02-06,2025-02-10,Same Day,Delayed
SH00679,O00746,2025-08-30,2025-09-09,Economy,Delayed
SH00680,O00748,2025-08-17,2025-08-22,Standard,On Time
SH00681,O00749,2025-09-02,2025-09-04,Standard,On Time
SH00682,O00751,2026-01-01,2026-01-11,Economy,Delayed
SH00683,O00752,2025-07-22,2025-07-26,Express,Delayed
SH00684,O00753,2025-06-06,2025-06-10,Standard,On Time
SH00685,O00754,2025-03-16,2025-03-24,Economy,On Time
SH00686,O00755,2025-07-21,2025-07-31,Economy,Delayed
SH00687,O00756,2025-10-26,2025-11-01,Standard,Delayed
SH00688,O00757,2025-01-20,2025-01-29,Standard,Delayed
SH00689,O00758,2025-05-12,2025-05-20,Standard,Delayed
SH00690,O00759,2025-08-07,2025-08-16,Standard,Delayed
SH00691,O00760,2025-03-04,2025-03-07,Express,On Time
SH00692,O00761,2025-04-17,2025-04-27,Standard,Delayed
SH00693,O00762,2025-02-14,2025-02-22,Standard,Delayed
SH00694,O00763,2025-01-28,2025-01-30,Economy,On Time
SH00695,O00764,2025-02-10,2025-02-13,Express,On Time
SH00696,O00765,2025-10-20,2025-10-25,Standard,On Time
SH00697,O00766,2025-05-13,2025-05-20,Standard,Delayed
SH00698,O00767,2025-08-19,2025-08-21,Same Day,Delayed
SH00699,O00768,2025-04-21,2025-04-28,Express,Delayed
SH00700,O00769,2025-06-24,2025-06-27,Same Day,Delayed
SH00701,O00770,2025-04-14,2025-04-16,Standard,On Time
SH00702,O00771,2025-12-23,2025-12-27,Express,Delayed
SH00703,O00772,2025-01-14,2025-01-18,Standard,On Time
SH00704,O00773,2025-10-03,2025-10-10,Economy,On Time
SH00705,O00774,2025-04-14,2025-04-20,Express,Delayed
SH00706,O00775,2025-02-15,2025-02-17,Economy,On Time
SH00707,O00776,2025-11-04,2025-11-12,Standard,Delayed
SH00708,O00777,2025-01-18,2025-01-22,Economy,On Time
SH00709,O00778,2025-11-27,2025-12-05,Standard,Delayed
SH00710,O00779,2025-03-01,2025-03-10,Standard,Delayed
SH00711,O00780,2025-11-10,2025-11-12,Standard,On Time
SH00712,O00781,2025-10-31,2025-11-10,Express,Delayed
SH00713,O00782,2025-01-15,2025-01-20,Express,Delayed
SH00714,O00783,2025-11-17,2025-11-24,Standard,Delayed
SH00715,O00784,2025-03-24,2025-03-26,Standard,On Time
SH00716,O00785,2025-08-05,2025-08-08,Standard,On Time
SH00717,O00786,2025-12-08,2025-12-17,Economy,Delayed
SH00718,O00787,2025-09-23,2025-09-28,Standard,On Time
SH00719,O00788,2025-05-30,2025-06-08,Same Day,Delayed
SH00720,O00789,2025-03-23,2025-03-31,Standard,Delayed
SH00721,O00790,2025-08-04,2025-08-11,Standard,Delayed
SH00722,O00791,2025-07-20,2025-07-27,Economy,On Time
SH00723,O00792,2025-07-20,2025-07-22,Economy,On Time
SH00724,O00793,2025-01-26,2025-02-03,Standard,Delayed
SH00725,O00794,2025-04-01,2025-04-06,Express,Delayed
SH00726,O00795,2025-09-27,2025-10-06,Standard,Delayed
SH00727,O00796,2025-05-25,2025-05-28,Same Day,Delayed
SH00728,O00797,2025-03-03,2025-03-11,Economy,On Time
SH00729,O00798,2026-01-03,2026-01-08,Express,Delayed
SH00730,O00799,2025-01-27,2025-02-04,Economy,On Time
SH00731,O00800,2025-02-18,2025-02-22,Standard,On Time
SH00732,O00802,2025-09-26,2025-10-02,Economy,On Time
SH00733,O00803,2025-01-19,2025-01-27,Standard,Delayed
SH00734,O00805,2025-10-10,2025-10-20,Economy,Delayed
SH00735,O00806,2025-03-30,2025-04-06,Same Day,Delayed
SH00736,O00807,2025-09-08,2025-09-12,Standard,On Time
SH00737,O00808,2025-09-29,2025-10-03,Express,Delayed
SH00738,O00809,2025-12-02,2025-12-12,Standard,Delayed
SH00739,O00810,2025-04-28,2025-05-01,Express,On Time
SH00740,O00811,2025-01-09,2025-01-12,Express,On Time
SH00741,O00812,2025-05-20,2025-05-25,Express,Delayed
SH00742,O00813,2025-06-27,2025-07-02,Standard,On Time
SH00743,O00814,2025-11-26,2025-11-28,Same Day,Delayed
SH00744,O00815,2025-11-12,2025-11-20,Economy,On Time
SH00745,O00816,2025-08-04,2025-08-07,Standard,On Time
SH00746,O00817,2025-03-26,2025-03-29,Express,On Time
SH00747,O00819,2025-04-14,2025-04-19,Standard,On Time
SH00748,O00820,2025-10-02,2025-10-10,Standard,Delayed
SH00749,O00821,2025-01-16,2025-01-23,Standard,Delayed
SH00750,O00822,2025-06-09,2025-06-17,Express,Delayed
SH00751,O00823,2025-06-03,2025-06-13,Economy,Delayed
SH00752,O00824,2025-04-20,2025-04-23,Standard,On Time
SH00753,O00825,2025-07-08,2025-07-17,Economy,Delayed
SH00754,O00826,2025-10-31,2025-11-03,Economy,On Time
SH00755,O00827,2025-04-09,2025-04-19,Standard,Delayed
SH00756,O00828,2025-05-13,2025-05-17,Same Day,Delayed
SH00757,O00829,2025-10-23,2025-10-30,Standard,Delayed
SH00758,O00830,2025-06-23,2025-06-25,Standard,On Time
SH00759,O00831,2025-07-04,2025-07-07,Express,On Time
SH00760,O00832,2026-01-02,2026-01-04,Economy,On Time
SH00761,O00833,2025-02-11,2025-02-15,Standard,On Time
SH00762,O00835,2025-01-06,2025-01-16,Same Day,Delayed
SH00763,O00836,2025-12-16,2025-12-18,Standard,On Time
SH00764,O00837,2025-07-30,2025-08-09,Standard,Delayed
SH00765,O00838,2025-06-13,2025-06-21,Standard,Delayed
SH00766,O00839,2025-01-18,2025-01-24,Standard,Delayed
SH00767,O00840,2025-04-19,2025-04-22,Economy,On Time
SH00768,O00841,2025-11-08,2025-11-10,Express,On Time
SH00769,O00842,2025-08-18,2025-08-21,Standard,On Time
SH00770,O00843,2025-06-20,2025-06-23,Standard,On Time
SH00771,O00844,2025-02-06,2025-02-16,Express,Delayed
SH00772,O00845,2025-09-10,2025-09-20,Standard,Delayed
SH00773,O00846,2025-09-05,2025-09-15,Standard,Delayed
SH00774,O00847,2025-09-27,2025-10-02,Same Day,Delayed
SH00775,O00848,2025-05-22,2025-05-30,Express,Delayed
SH00776,O00849,2025-10-03,2025-10-08,Same Day,Delayed
SH00777,O00850,2025-04-07,2025-04-12,Standard,On Time
SH00778,O00851,2025-08-17,2025-08-26,Express,Delayed
SH00779,O00852,2025-02-10,2025-02-12,Economy,On Time
SH00780,O00853,2025-10-31,2025-11-10,Standard,Delayed
SH00781,O00854,2025-02-01,2025-02-05,Standard,On Time
SH00782,O00855,2025-11-16,2025-11-22,Standard,Delayed
SH00783,O00857,2025-08-26,2025-08-28,Standard,On Time
SH00784,O00858,2025-07-07,2025-07-10,Express,On Time
SH00785,O00859,2025-10-02,2025-10-09,Same Day,Delayed
SH00786,O00860,2025-08-26,2025-09-03,Express,Delayed
SH00787,O00861,2025-08-30,2025-09-07,Express,Delayed
SH00788,O00862,2025-09-24,2025-10-04,Express,Delayed
SH00789,O00863,2025-12-28,2025-12-31,Economy,On Time
SH00790,O00864,2025-12-08,2025-12-15,Same Day,Delayed
SH00791,O00866,2025-06-28,2025-07-04,Standard,Delayed
SH00792,O00867,2025-01-04,2025-01-14,Standard,Delayed
SH00793,O00868,2025-05-25,2025-05-29,Express,Delayed
SH00794,O00869,2025-06-09,2025-06-11,Standard,On Time
SH00795,O00871,2025-05-29,2025-06-07,Standard,Delayed
SH00796,O00872,2025-10-23,2025-11-02,Same Day,Delayed
SH00797,O00873,2025-06-04,2025-06-09,Standard,On Time
SH00798,O00874,2025-07-15,2025-07-20,Standard,On Time
SH00799,O00875,2025-03-16,2025-03-21,Express,Delayed
SH00800,O00876,2025-11-03,2025-11-09,Standard,Delayed
SH00801,O00877,2025-12-11,2025-12-13,Express,On Time
SH00802,O00878,2025-05-23,2025-05-31,Express,Delayed
SH00803,O00880,2025-10-22,2025-10-26,Economy,On Time
SH00804,O00881,2025-03-03,2025-03-08,Economy,On Time
SH00805,O00882,2025-07-19,2025-07-28,Express,Delayed
SH00806,O00883,2025-10-25,2025-11-04,Standard,Delayed
SH00807,O00884,2025-11-16,2025-11-20,Standard,On Time
SH00808,O00886,2025-12-13,2025-12-21,Standard,Delayed
SH00809,O00887,2025-01-14,2025-01-18,Standard,On Time
SH00810,O00888,2025-03-05,2025-03-14,Standard,Delayed
SH00811,O00889,2025-12-02,2025-12-04,Economy,On Time
SH00812,O00890,2025-08-16,2025-08-23,Economy,On Time
SH00813,O00891,2025-06-03,2025-06-06,Standard,On Time
SH00814,O00892,2025-07-19,2025-07-26,Standard,Delayed
SH00815,O00893,2025-02-22,2025-03-03,Standard,Delayed
SH00816,O00894,2025-09-19,2025-09-23,Express,Delayed
SH00817,O00895,2025-03-01,2025-03-07,Economy,On Time
SH00818,O00896,2025-03-14,2025-03-16,Same Day,Delayed
SH00819,O00897,2025-05-30,2025-06-07,Standard,Delayed
SH00820,O00898,2025-12-18,2025-12-27,Standard,Delayed
SH00821,O00899,2025-03-05,2025-03-07,Economy,On Time
SH00822,O00900,2025-11-08,2025-11-12,Standard,On Time
SH00823,O00901,2025-09-01,2025-09-08,Standard,Delayed
SH00824,O00902,2025-11-27,2025-12-01,Standard,On Time
SH00825,O00903,2025-04-19,2025-04-23,Standard,On Time
SH00826,O00904,2025-08-17,2025-08-24,Express,Delayed
SH00827,O00905,2025-11-12,2025-11-21,Standard,Delayed
SH00828,O00907,2025-08-30,2025-09-05,Same Day,Delayed
SH00829,O00908,2025-09-17,2025-09-22,Same Day,Delayed
SH00830,O00909,2025-09-22,2025-09-24,Standard,On Time
SH00831,O00910,2025-01-07,2025-01-14,Standard,Delayed
SH00832,O00911,2025-09-21,2025-09-27,Express,Delayed
SH00833,O00912,2025-02-26,2025-03-02,Express,Delayed
SH00834,O00913,2025-02-18,2025-02-21,Same Day,Delayed
SH00835,O00914,2025-08-04,2025-08-13,Standard,Delayed
SH00836,O00915,2025-06-29,2025-07-09,Standard,Delayed
SH00837,O00916,2025-01-10,2025-01-19,Standard,Delayed
SH00838,O00918,2025-01-23,2025-01-27,Express,Delayed
SH00839,O00919,2025-09-01,2025-09-06,Standard,On Time
SH00840,O00920,2025-03-03,2025-03-11,Express,Delayed
SH00841,O00921,2025-06-29,2025-07-07,Standard,Delayed
SH00842,O00922,2025-12-05,2025-12-15,Standard,Delayed
SH00843,O00923,2025-03-05,2025-03-09,Express,Delayed
SH00844,O00924,2025-05-26,2025-06-05,Standard,Delayed
SH00845,O00926,2025-01-04,2025-01-12,Standard,Delayed
SH00846,O00927,2025-06-12,2025-06-19,Economy,On Time
SH00847,O00928,2025-08-18,2025-08-24,Express,Delayed
SH00848,O00930,2025-05-01,2025-05-07,Express,Delayed
SH00849,O00931,2025-04-01,2025-04-05,Same Day,Delayed
SH00850,O00932,2025-11-27,2025-11-30,Economy,On Time
SH00851,O00933,2025-03-10,2025-03-18,Standard,Delayed
SH00852,O00934,2025-12-25,2026-01-01,Express,Delayed
SH00853,O00935,2025-04-09,2025-04-16,Standard,Delayed
SH00854,O00936,2025-09-27,2025-10-01,Standard,On Time
SH00855,O00937,2025-04-17,2025-04-20,Express,On Time
SH00856,O00938,2025-11-21,2025-11-24,Express,On Time
SH00857,O00939,2025-05-06,2025-05-10,Economy,On Time
SH00858,O00940,2025-02-01,2025-02-06,Economy,On Time
SH00859,O00941,2025-05-19,2025-05-28,Standard,Delayed
SH00860,O00942,2025-07-16,2025-07-22,Standard,Delayed
SH00861,O00943,2025-08-17,2025-08-23,Standard,Delayed
SH00862,O00944,2025-11-29,2025-12-04,Standard,On Time
SH00863,O00945,2025-06-22,2025-06-29,Economy,On Time
SH00864,O00946,2025-01-10,2025-01-13,Standard,On Time
SH00865,O00947,2025-02-12,2025-02-14,Standard,On Time
SH00866,O00948,2025-01-26,2025-02-03,Express,Delayed
SH00867,O00949,2025-09-19,2025-09-26,Standard,Delayed
SH00868,O00950,2025-08-17,2025-08-20,Standard,On Time
SH00869,O00951,2025-05-06,2025-05-11,Express,Delayed
SH00870,O00952,2025-02-08,2025-02-15,Economy,On Time
SH00871,O00953,2025-11-25,2025-12-01,Standard,Delayed
SH00872,O00954,2025-09-11,2025-09-21,Express,Delayed
SH00873,O00955,2025-06-26,2025-07-01,Economy,On Time
SH00874,O00956,2025-04-01,2025-04-07,Standard,Delayed
SH00875,O00957,2025-02-08,2025-02-18,Same Day,Delayed
SH00876,O00958,2025-11-14,2025-11-22,Same Day,Delayed
SH00877,O00959,2025-06-26,2025-07-01,Standard,On Time
SH00878,O00960,2025-10-12,2025-10-15,Express,On Time
SH00879,O00961,2025-03-24,2025-03-27,Express,On Time
SH00880,O00962,2025-04-27,2025-05-06,Standard,Delayed
SH00881,O00963,2025-02-12,2025-02-15,Express,On Time
SH00882,O00964,2025-10-31,2025-11-08,Standard,Delayed
SH00883,O00965,2025-08-14,2025-08-21,Economy,On Time
SH00884,O00966,2025-11-15,2025-11-25,Economy,Delayed
SH00885,O00967,2025-12-17,2025-12-25,Express,Delayed
SH00886,O00968,2025-04-28,2025-05-02,Same Day,Delayed
SH00887,O00969,2025-07-06,2025-07-11,Same Day,Delayed
