order_id,order_date,customer_id,product_id,supplier_id,quantity,sales_amount,cost_amount,order_status,profit
O00353,2025-09-18,C0147,P0039,S002,5,9549.91,7649.80,Delivered,1900.11
O00354,2025-05-18,C0031,P0049,S021,8,72442.37,52148.72,Delivered,20293.65
O00355,2025-06-21,C0142,P0064,S002,7,43556.55,29716.47,Cancelled,13840.08
O00356,2025-01-13,C0053,P0062,S022,8,43416.65,33227.44,Delivered,10189.21
O00357,2025-06-17,C0048,P0054,S003,6,14813.31,9774.90,Processing,5038.41
O00358,2025-05-10,C0069,P0009,S006,6,27197.84,18893.16,Delivered,8304.68
O00359,2025-03-25,C0105,P0037,S015,2,21374.16,17574.94,Cancelled,3799.22
O00360,2025-11-17,C0090,P0049,S010,6,55817.26,39111.54,Delivered,16705.72
O00361,2025-11-15,C0063,P0041,S009,5,29195.95,19029.10,Delivered,10166.85
O00362,2025-04-11,C0073,P0017,S001,13,223716.29,153190.83,Returned,70525.46
O00363,2025-11-25,C0089,P0021,S016,3,37911.13,29854.92,Delivered,8056.21
O00364,2025-09-30,C0013,P0051,S006,6,101351.54,68019.54,Delivered,33332.00
O00365,2025-09-22,C0073,P0059,S009,8,6270.28,4509.28,Delivered,1761.00
O00366,2025-02-07,C0077,P0039,S004,9,18492.27,13769.64,Delivered,4722.63
O00367,2025-04-04,C0068,P0055,S002,1,14484.28,9865.61,Delivered,4618.67
O00368,2025-04-05,C0098,P0041,S004,3,18125.41,11417.46,Processing,6707.95
O00369,2025-11-01,C0125,P0039,S001,3,6057.68,4589.88,Delivered,1467.80
O00370,2025-03-10,C0102,P0013,S019,11,11864.93,7745.65,Delivered,4119.28
O00371,2025-11-14,C0132,P0064,S025,8,50050.94,33961.68,Delivered,16089.26
O00372,2025-08-24,C0102,P0011,S010,1,8886.28,7571.94,Delivered,1314.34
O00373,2025-11-30,C0019,P0019,S021,5,3641.35,2810.65,Processing,830.70
O00374,2025-05-17,C0082,P0011,S015,3,28526.47,22715.82,Cancelled,5810.65
O00375,2025-03-17,C0141,P0046,S022,2,32737.49,22789.66,Delivered,9947.83
O00376,2025-02-04,C0023,P0045,S019,15,143245.77,117484.65,Cancelled,25761.12
O00377,2025-01-01,C0083,P0001,S016,8,54755.21,38374.64,Delivered,16380.57
O00378,2025-10-23,C0109,P0040,S021,3,4157.58,3577.23,Delivered,580.35
O00379,2025-11-16,C0075,P0019,S024,7,5088.72,3934.91,Delivered,1153.81
O00380,2025-03-01,C0129,P0072,S022,12,137420.42,98281.80,Delivered,39138.62
O00381,2025-11-16,C0088,P0072,S004,11,124477.70,90091.65,Delivered,34386.05
O00382,2025-12-15,C0054,P0061,S002,1,6554.26,4686.22,Delivered,1868.04
O00383,2025-11-24,C0089,P0012,S025,6,7611.34,5665.20,Cancelled,1946.14
O00384,2025-09-24,C0143,P0061,S013,3,19827.84,14058.66,Delivered,5769.18
O00385,2025-12-27,C0065,P0033,S001,8,28488.35,23627.76,Processing,4860.59
O00386,2025-08-17,C0076,P0045,S017,6,55383.80,46993.86,Delivered,8389.94
O00387,2025-09-27,C0143,P0069,S013,12,23132.13,19434.12,Returned,3698.01
O00388,2025-11-12,C0149,P0008,S004,2,10031.26,7256.94,Processing,2774.32
O00389,2025-10-13,C0147,P0025,S007,6,12028.44,10478.40,Delivered,1550.04
O00390,2025-10-18,C0060,P0046,S017,7,125632.85,79763.81,Processing,45869.04
O00391,2025-08-01,C0093,P0030,S009,5,7053.80,5311.95,Delivered,1741.85
O00392,2025-06-14,C0049,P0047,S004,3,11629.61,9613.89,Processing,2015.72
O00393,2025-01-05,C0035,P0049,S019,4,35689.08,26074.36,Delivered,9614.72
O00394,2025-12-05,C0102,P0047,S001,4,14805.55,12818.52,Delivered,1987.03
O00395,2025-03-19,C0011,P0018,S010,6,74984.39,62032.86,Processing,12951.53
O00396,2025-03-03,C0099,P0066,S004,10,151880.08,116142.10,Delivered,35737.98
O00397,2025-05-12,C0110,P0068,S009,1,10149.43,6953.50,Delivered,3195.93
O00398,2025-03-30,C0074,P0033,S013,11,37453.88,32488.17,Cancelled,4965.71
O00399,2025-08-25,C0009,P0036,S014,4,42318.74,31678.48,Delivered,10640.26
O00400,2025-02-11,C0003,P0019,S010,10,6869.38,5621.30,Delivered,1248.08
O00401,2025-03-30,C0085,P0028,S006,13,97304.53,68365.70,Delivered,28938.83
O00402,2025-10-23,C0026,P0040,S016,4,5824.26,4769.64,Delivered,1054.62
O00403,2025-11-24,C0072,P0015,S006,10,74975.15,53178.40,Returned,21796.75
O00404,2025-10-22,C0048,P0041,S017,1,5942.79,3805.82,Delivered,2136.97
O00405,2025-04-14,C0117,P0039,S010,9,17979.39,13769.64,Delivered,4209.75
O00406,2025-01-14,C0012,P0002,S018,4,54436.37,44668.80,Processing,9767.57
O00407,2025-10-15,C0133,P0063,S022,7,58919.08,42019.95,Processing,16899.13
O00408,2025-06-28,C0048,P0029,S018,12,46154.68,37022.88,Delivered,9131.80
O00409,2025-05-05,C0037,P0074,S003,14,127570.26,90419.00,Delivered,37151.26
O00410,2025-12-19,C0044,P0066,S020,3,48804.55,34842.63,Returned,13961.92
O00411,2025-01-23,C0015,P0051,S021,10,169523.21,113365.90,Delivered,56157.31
O00412,2025-03-04,C0043,P0075,S025,12,73072.70,56837.52,Delivered,16235.18
O00413,2025-05-23,C0087,P0010,S015,3,3790.24,3212.91,Delivered,577.33
O00414,2025-06-02,C0070,P0014,S015,14,8383.74,6000.96,Delivered,2382.78
O00415,2025-05-25,C0046,P0051,S004,8,129194.66,90692.72,Delivered,38501.94
O00416,2025-08-13,C0108,P0073,S009,8,29617.30,23480.08,Delivered,6137.22
O00417,2025-11-05,C0123,P0039,S019,11,22327.81,16829.56,Cancelled,5498.25
O00418,2025-04-14,C0021,P0028,S024,12,89277.50,63106.80,Delivered,26170.70
O00419,2025-04-14,C0107,P0003,S017,1,3753.26,2586.13,Processing,1167.13
O00420,2025-02-08,C0080,P0070,S011,10,103564.46,70084.70,Delivered,33479.76
O00421,2025-07-17,C0047,P0027,S025,2,1545.21,1177.40,Processing,367.81
O00422,2025-05-14,C0117,P0002,S009,8,100707.28,89337.60,Processing,11369.68
O00423,2025-03-08,C0124,P0038,S010,1,8030.59,6835.84,Delivered,1194.75
O00424,2025-06-28,C0143,P0003,S018,15,57540.52,38791.95,Delivered,18748.57
O00425,2025-02-11,C0025,P0016,S020,12,60522.35,48060.24,Delivered,12462.11
O00426,2025-01-15,C0036,P0040,S013,8,11501.96,9539.28,Cancelled,1962.68
O00427,2025-04-21,C0051,P0002,S008,8,104829.80,89337.60,Cancelled,15492.20
O00428,2025-06-06,C0015,P0041,S007,2,11941.93,7611.64,Delivered,4330.29
O00429,2025-10-16,C0068,P0012,S017,4,5001.39,3776.80,Delivered,1224.59
O00430,2025-08-19,C0021,P0035,S021,6,63070.68,46172.52,Delivered,16898.16
O00431,2025-06-06,C0141,P0065,S023,12,8556.69,6795.84,Processing,1760.85
O00432,2025-02-07,C0019,P0055,S015,11,153989.38,108521.71,Delivered,45467.67
O00433,2025-04-07,C0034,P0045,S020,9,84635.91,70490.79,Delivered,14145.12
O00434,2025-10-16,C0078,P0062,S015,15,82004.32,62301.45,Delivered,19702.87
O00435,2025-09-11,C0125,P0049,S001,8,70608.50,52148.72,Delivered,18459.78
O00436,2025-07-15,C0117,P0025,S025,12,25793.42,20956.80,Processing,4836.62
O00437,2025-03-27,C0052,P0023,S014,15,187712.07,151801.05,Delivered,35911.02
O00438,2025-11-18,C0027,P0024,S005,8,56759.44,39960.88,Delivered,16798.56
O00439,2025-01-10,C0035,P0038,S011,7,55902.55,47850.88,Delivered,8051.67
O00440,2025-01-05,C0136,P0028,S016,14,105611.21,73624.60,Delivered,31986.61
O00441,2025-05-03,C0144,P0021,S002,13,160457.74,129371.32,Delivered,31086.42
O00442,2025-11-26,C0106,P0054,S008,9,21193.08,14662.35,Returned,6530.73
O00443,2025-12-19,C0146,P0018,S011,15,198344.27,155082.15,Processing,43262.12
O00444,2025-04-28,C0002,P0036,S018,2,21396.45,15839.24,Delivered,5557.21
O00445,2025-10-21,C0077,P0045,S003,3,27717.73,23496.93,Delivered,4220.80
O00446,2025-06-08,C0132,P0073,S001,10,39862.34,29350.10,Cancelled,10512.24
O00447,2025-10-30,C0090,P0053,S011,8,88673.35,65266.40,Delivered,23406.95
O00448,2025-08-16,C0089,P0030,S016,14,19149.14,14873.46,Delivered,4275.68
O00449,2025-12-31,C0094,P0060,S018,6,35327.00,24630.00,Cancelled,10697.00
O00450,2025-08-04,C0007,P0032,S016,10,141451.97,109910.40,Processing,31541.57
O00451,2025-07-03,C0095,P0067,S023,9,62531.62,46253.70,Returned,16277.92
O00452,2025-01-15,C0108,P0067,S010,10,68839.59,51393.00,Returned,17446.59
O00453,2025-06-06,C0074,P0028,S018,4,29139.49,21035.60,Cancelled,8103.89
O00454,2025-05-16,C0039,P0044,S006,8,46587.18,33768.16,Delivered,12819.02
O00455,2025-09-18,C0141,P0041,S019,10,57237.99,38058.20,Delivered,19179.79
O00456,2025-06-06,C0071,P0063,S004,3,25631.68,18008.55,Delivered,7623.13
O00457,2025-02-16,C0056,P0023,S013,3,35572.54,30360.21,Delivered,5212.33
O00458,2025-11-20,C0042,P0075,S024,8,49045.11,37891.68,Delivered,11153.43
O00459,2025-11-28,C0036,P0048,S014,5,74394.29,56039.45,Delivered,18354.84
O00460,2025-06-22,C0084,P0032,S003,3,44824.19,32973.12,Delivered,11851.07
O00461,2025-05-10,C0118,P0057,S010,10,31957.19,25595.40,Delivered,6361.79
O00462,2025-04-05,C0007,P0033,S006,11,37407.48,32488.17,Delivered,4919.31
O00463,2025-04-25,C0054,P0024,S001,1,7151.44,4995.11,Delivered,2156.33
O00464,2025-08-31,C0129,P0039,S023,15,28439.07,22949.40,Delivered,5489.67
O00465,2025-10-19,C0120,P0034,S024,3,10343.45,6828.33,Processing,3515.12
O00466,2025-10-09,C0106,P0056,S014,12,163903.45,118356.96,Delivered,45546.49
O00467,2025-10-26,C0047,P0028,S008,9,71338.41,47330.10,Delivered,24008.31
O00468,2025-10-10,C0123,P0037,S019,5,49111.19,43937.35,Processing,5173.84
O00469,2025-03-10,C0141,P0007,S014,12,143172.94,102432.48,Delivered,40740.46
O00470,2025-05-28,C0119,P0068,S010,10,97132.81,69535.00,Delivered,27597.81
O00471,2025-01-11,C0150,P0037,S017,15,151311.14,131812.05,Delivered,19499.09
O00472,2025-09-11,C0118,P0056,S009,2,27590.51,19726.16,Delivered,7864.35
O00473,2025-11-26,C0021,P0065,S006,7,5434.63,3964.24,Returned,1470.39
O00474,2025-12-26,C0137,P0065,S011,15,10901.07,8494.80,Delivered,2406.27
O00475,2025-02-07,C0026,P0047,S025,2,7107.04,6409.26,Delivered,697.78
O00476,2025-05-14,C0009,P0020,S007,4,32649.62,25965.12,Delivered,6684.50
O00477,2025-07-19,C0015,P0019,S017,12,8236.66,6745.56,Delivered,1491.10
O00478,2025-01-23,C0010,P0029,S001,7,25447.00,21596.68,Delivered,3850.32
O00479,2025-10-30,C0122,P0074,S022,4,35097.66,25834.00,Delivered,9263.66
O00480,2025-12-12,C0121,P0060,S005,7,38800.20,28735.00,Delivered,10065.20
O00481,2025-10-29,C0125,P0018,S009,7,86228.09,72371.67,Delivered,13856.42
O00482,2025-12-29,C0072,P0035,S018,1,10664.06,7695.42,Delivered,2968.64
O00483,2025-08-06,C0049,P0043,S024,6,80032.77,55104.24,Delivered,24928.53
O00484,2025-05-21,C0091,P0011,S021,9,80530.95,68147.46,Delivered,12383.49
O00485,2025-04-14,C0037,P0049,S002,2,18102.26,13037.18,Cancelled,5065.08
O00486,2025-07-29,C0068,P0038,S011,14,117780.19,95701.76,Delivered,22078.43
O00487,2025-04-21,C0050,P0064,S006,3,18981.65,12735.63,Delivered,6246.02
O00488,2025-04-14,C0019,P0069,S008,10,20232.91,16195.10,Delivered,4037.81
O00489,2025-11-12,C0100,P0008,S004,5,23005.52,18142.35,Delivered,4863.17
O00490,2025-06-20,C0060,P0034,S018,9,31490.95,20484.99,Processing,11005.96
O00491,2025-12-22,C0089,P0048,S011,4,59427.75,44831.56,Delivered,14596.19
O00492,2025-11-20,C0146,P0056,S005,1,14089.45,9863.08,Processing,4226.37
O00493,2025-05-13,C0147,P0065,S015,4,3075.78,2265.28,Delivered,810.50
O00494,2025-10-20,C0069,P0031,S018,6,59032.82,49758.90,Cancelled,9273.92
O00495,2025-11-24,C0049,P0004,S002,5,26777.41,21839.50,Delivered,4937.91
O00496,2025-05-07,C0108,P0050,S022,14,154986.67,104000.82,Cancelled,50985.85
O00497,2025-04-16,C0119,P0069,S011,13,25863.02,21053.63,Delivered,4809.39
O00498,2025-04-02,C0149,P0030,S025,1,1356.68,1062.39,Delivered,294.29
O00499,2025-10-14,C0150,P0059,S013,4,3049.96,2254.64,Delivered,795.32
O00500,2025-02-20,C0037,P0067,S004,6,43708.13,30835.80,Delivered,12872.33
O00501,2025-01-29,C0143,P0075,S022,13,77239.95,61573.98,Returned,15665.97
O00502,2025-10-23,C0011,P0045,S007,15,136486.59,117484.65,Delivered,19001.94
O00503,2025-10-24,C0138,P0004,S011,10,55185.68,43679.00,Delivered,11506.68
O00504,2025-08-02,C0078,P0026,S022,10,168593.57,116374.90,Delivered,52218.67
O00505,2025-09-24,C0077,P0027,S024,14,10325.96,8241.80,Delivered,2084.16
O00506,2025-09-14,C0002,P0046,S004,4,70855.69,45579.32,Delivered,25276.37
O00507,2025-10-29,C0064,P0064,S015,15,93954.74,63678.15,Delivered,30276.59
O00508,2025-04-11,C0035,P0051,S001,14,242872.72,158712.26,Delivered,84160.46
O00509,2025-12-12,C0007,P0050,S023,9,104913.61,66857.67,Returned,38055.94
O00510,2025-04-20,C0085,P0006,S003,5,62752.27,50995.85,Delivered,11756.42
O00511,2025-07-01,C0146,P0059,S014,8,6350.56,4509.28,Delivered,1841.28
O00512,2025-11-09,C0067,P0015,S006,9,64609.04,47860.56,Processing,16748.48
O00513,2025-01-01,C0042,P0030,S018,10,13841.60,10623.90,Delivered,3217.70
O00514,2025-11-15,C0118,P0042,S025,5,12779.59,10932.15,Delivered,1847.44
O00515,2025-02-24,C0125,P0037,S001,6,60946.11,52724.82,Delivered,8221.29
O00516,2025-05-29,C0024,P0042,S006,1,2621.34,2186.43,Delivered,434.91
O00517,2025-11-05,C0046,P0035,S006,11,112646.55,84649.62,Delivered,27996.93
O00518,2025-05-17,C0019,P0006,S021,12,144392.98,122390.04,Cancelled,22002.94
O00519,2025-07-21,C0068,P0068,S016,15,146951.85,104302.50,Delivered,42649.35
O00520,2025-11-09,C0102,P0018,S005,7,88958.99,72371.67,Delivered,16587.32
O00521,2025-04-27,C0042,P0073,S017,4,15362.57,11740.04,Cancelled,3622.53
O00522,2025-06-03,C0032,P0029,S010,11,42390.36,33937.64,Returned,8452.72
O00523,2025-10-18,C0109,P0059,S021,2,1600.81,1127.32,Delivered,473.49
O00524,2025-03-04,C0036,P0047,S018,5,19094.74,16023.15,Delivered,3071.59
O00525,2025-09-01,C0097,P0017,S007,12,218177.23,141406.92,Delivered,76770.31
O00526,2025-01-25,C0131,P0022,S003,3,47795.59,34759.50,Returned,13036.09
O00527,2025-03-31,C0073,P0068,S013,6,57293.75,41721.00,Cancelled,15572.75
O00528,2025-03-16,C0136,P0069,S015,8,16577.27,12956.08,Delivered,3621.19
O00529,2025-10-21,C0097,P0037,S020,7,69816.18,61512.29,Delivered,8303.89
O00530,2025-07-29,C0123,P0049,S019,3,26817.41,19555.77,Delivered,7261.64
O00531,2025-12-13,C0070,P0013,S003,8,8593.38,5633.20,Processing,2960.18
O00532,2025-01-17,C0013,P0034,S004,2,6811.84,4552.22,Delivered,2259.62
O00533,2025-05-08,C0049,P0053,S005,10,107547.48,81583.00,Delivered,25964.48
O00534,2025-12-30,C0060,P0051,S001,9,147191.27,102029.31,Returned,45161.96
O00535,2025-09-08,C0130,P0003,S004,4,13940.98,10344.52,Delivered,3596.46
O00536,2025-06-28,C0005,P0042,S012,1,2631.39,2186.43,Delivered,444.96
O00537,2025-07-01,C0027,P0032,S024,8,111129.13,87928.32,Delivered,23200.81
O00538,2025-06-01,C0149,P0051,S010,7,115335.29,79356.13,Delivered,35979.16
O00539,2025-01-25,C0008,P0046,S023,11,187020.99,125343.13,Delivered,61677.86
O00540,2025-06-29,C0050,P0021,S025,13,160493.47,129371.32,Delivered,31122.15
O00541,2025-07-17,C0067,P0044,S021,5,29354.46,21105.10,Processing,8249.36
O00542,2025-12-10,C0044,P0011,S020,10,88687.86,75719.40,Cancelled,12968.46
O00543,2025-06-10,C0125,P0068,S024,13,130569.18,90395.50,Delivered,40173.68
O00544,2025-06-26,C0058,P0001,S025,5,36324.82,23984.15,Delivered,12340.67
O00545,2025-10-12,C0003,P0063,S013,7,62557.85,42019.95,Delivered,20537.90
O00546,2025-03-04,C0086,P0024,S023,5,36140.00,24975.55,Processing,11164.45
O00547,2025-05-30,C0070,P0013,S014,8,8733.46,5633.20,Processing,3100.26
O00548,2025-06-03,C0130,P0011,S023,11,98000.81,83291.34,Delivered,14709.47
O00549,2025-06-05,C0002,P0051,S005,13,218087.41,147375.67,Delivered,70711.74
O00550,2025-02-18,C0102,P0017,S004,6,103711.16,70703.46,Delivered,33007.70
O00551,2025-12-03,C0035,P0024,S014,13,96432.94,64936.43,Delivered,31496.51
O00552,2025-03-25,C0098,P0019,S010,5,3448.63,2810.65,Delivered,637.98
O00553,2025-12-27,C0030,P0037,S017,9,89241.14,79087.23,Cancelled,10153.91
O00554,2025-06-26,C0116,P0008,S010,11,51700.29,39913.17,Cancelled,11787.12
O00555,2025-05-28,C0008,P0028,S007,2,14547.38,10517.80,Delivered,4029.58
O00556,2025-04-28,C0150,P0005,S016,1,4475.55,3613.96,Processing,861.59
O00557,2025-12-08,C0044,P0017,S001,8,146562.00,94271.28,Returned,52290.72
O00558,2025-03-04,C0036,P0036,S017,12,124948.70,95035.44,Delivered,29913.26
O00559,2025-07-08,C0077,P0019,S021,3,2172.22,1686.39,Delivered,485.83
O00560,2025-12-26,C0031,P0064,S009,14,92663.91,59432.94,Returned,33230.97
O00561,2025-02-18,C0047,P0011,S006,11,100897.12,83291.34,Delivered,17605.78
O00562,2025-11-23,C0055,P0054,S019,12,27808.90,19549.80,Returned,8259.10
O00563,2025-09-14,C0106,P0045,S013,12,106668.18,93987.72,Returned,12680.46
O00564,2025-08-12,C0121,P0047,S003,12,43629.08,38455.56,Delivered,5173.52
O00565,2025-05-21,C0055,P0012,S007,7,8767.53,6609.40,Processing,2158.13
O00566,2025-08-03,C0144,P0021,S022,10,123978.93,99516.40,Processing,24462.53
O00567,2025-07-30,C0012,P0011,S009,13,114889.68,98435.22,Processing,16454.46
O00568,2025-11-14,C0145,P0005,S022,11,50964.65,39753.56,Delivered,11211.09
O00569,2025-02-01,C0144,P0056,S005,8,115993.95,78904.64,Delivered,37089.31
O00570,2025-06-07,C0140,P0020,S010,15,128588.46,97369.20,Delivered,31219.26
O00571,2025-10-12,C0136,P0041,S023,13,78762.56,49475.66,Delivered,29286.90
O00572,2025-11-01,C0003,P0046,S017,13,229467.82,148132.79,Delivered,81335.03
O00573,2025-10-13,C0144,P0012,S012,6,7283.45,5665.20,Delivered,1618.25
O00574,2025-05-24,C0030,P0070,S023,12,129225.65,84101.64,Delivered,45124.01
O00575,2025-01-19,C0023,P0017,S016,10,168811.83,117839.10,Processing,50972.73
O00576,2025-01-18,C0092,P0019,S003,14,10162.75,7869.82,Returned,2292.93
O00577,2025-09-14,C0115,P0026,S025,9,152514.94,104737.41,Returned,47777.53
O00578,2025-03-19,C0104,P0048,S022,7,100920.72,78455.23,Delivered,22465.49
O00579,2025-06-24,C0118,P0052,S009,15,174111.34,115098.00,Cancelled,59013.34
O00580,2025-07-13,C0005,P0070,S015,10,109136.31,70084.70,Processing,39051.61
O00581,2025-04-23,C0104,P0055,S005,5,67471.16,49328.05,Delivered,18143.11
O00582,2025-04-24,C0108,P0075,S023,8,49588.74,37891.68,Delivered,11697.06
O00583,2025-08-10,C0065,P0033,S013,15,50413.85,44302.05,Delivered,6111.80
O00584,2025-06-15,C0121,P0062,S014,2,10523.28,8306.86,Returned,2216.42
O00585,2025-11-15,C0030,P0023,S020,7,86849.74,70840.49,Delivered,16009.25
O00586,2025-05-12,C0149,P0015,S015,15,113694.89,79767.60,Delivered,33927.29
O00587,2025-09-21,C0084,P0027,S016,4,3215.11,2354.80,Delivered,860.31
O00588,2025-02-24,C0150,P0075,S023,9,56106.10,42628.14,Delivered,13477.96
O00589,2025-12-25,C0032,P0064,S013,12,79884.24,50942.52,Delivered,28941.72
O00590,2025-05-11,C0016,P0051,S017,1,16585.49,11336.59,Delivered,5248.90
O00591,2025-10-15,C0038,P0053,S023,7,82015.88,57108.10,Delivered,24907.78
O00592,2025-09-23,C0142,P0051,S008,6,97719.00,68019.54,Processing,29699.46
O00593,2025-06-11,C0036,P0047,S021,8,30686.77,25637.04,Delivered,5049.73
O00594,2025-03-28,C0114,P0004,S002,5,26866.01,21839.50,Delivered,5026.51
O00595,2025-02-24,C0066,P0007,S005,15,167726.03,128040.60,Delivered,39685.43
O00596,2025-10-15,C0105,P0035,S006,1,10617.02,7695.42,Delivered,2921.60
O00597,2025-06-27,C0085,P0048,S012,1,14728.59,11207.89,Delivered,3520.70
O00598,2025-12-15,C0002,P0073,S018,9,33487.17,26415.09,Processing,7072.08
O00599,2025-01-08,C0075,P0072,S022,15,174194.52,122852.25,Processing,51342.27
O00600,2025-11-17,C0067,P0045,S022,10,87581.55,78323.10,Processing,9258.45
O00601,2025-11-09,C0055,P0072,S001,6,68761.76,49140.90,Cancelled,19620.86
O00602,2025-09-04,C0006,P0019,S017,10,6792.75,5621.30,Delivered,1171.45
O00603,2025-11-19,C0150,P0063,S011,5,42601.16,30014.25,Delivered,12586.91
O00604,2025-09-12,C0143,P0038,S010,15,119252.24,102537.60,Returned,16714.64
O00605,2025-11-24,C0086,P0067,S019,1,7208.21,5139.30,Delivered,2068.91
O00606,2025-02-23,C0060,P0059,S014,6,4600.67,3381.96,Delivered,1218.71
O00607,2025-09-06,C0101,P0069,S010,6,12685.18,9717.06,Delivered,2968.12
O00608,2025-08-27,C0012,P0013,S015,3,3296.50,2112.45,Delivered,1184.05
O00609,2025-08-17,C0049,P0047,S019,13,47150.08,41660.19,Delivered,5489.89
O00610,2025-03-08,C0042,P0061,S004,8,54845.16,37489.76,Returned,17355.40
O00611,2025-02-20,C0082,P0031,S002,14,140353.25,116104.10,Delivered,24249.15
O00612,2025-04-07,C0035,P0022,S009,15,242927.32,173797.50,Delivered,69129.82
O00613,2025-04-02,C0134,P0043,S010,1,13658.27,9184.04,Returned,4474.23
O00614,2025-09-21,C0067,P0067,S011,1,6782.99,5139.30,Returned,1643.69
O00615,2025-10-18,C0080,P0054,S014,6,14624.54,9774.90,Delivered,4849.64
O00616,2025-04-06,C0007,P0010,S007,10,12492.61,10709.70,Delivered,1782.91
O00617,2025-03-29,C0014,P0042,S023,13,33337.13,28423.59,Cancelled,4913.54
O00618,2025-03-19,C0073,P0064,S015,1,6347.68,4245.21,Processing,2102.47
O00619,2025-10-15,C0143,P0021,S022,6,77854.86,59709.84,Processing,18145.02
O00620,2025-04-30,C0149,P0066,S019,1,16632.70,11614.21,Cancelled,5018.49
O00621,2025-10-29,C0066,P0041,S022,14,79830.64,53281.48,Processing,26549.16
O00622,2025-06-14,C0091,P0024,S015,13,89022.53,64936.43,Delivered,24086.10
O00623,2025-07-01,C0130,P0035,S024,6,60727.79,46172.52,Processing,14555.27
O00624,2025-08-11,C0020,P0056,S008,3,43076.33,29589.24,Delivered,13487.09
O00625,2025-11-07,C0010,P0030,S011,14,19999.79,14873.46,Processing,5126.33
O00626,2025-01-07,C0025,P0057,S009,14,45749.50,35833.56,Delivered,9915.94
O00627,2025-11-26,C0025,P0047,S015,15,55028.32,48069.45,Delivered,6958.87
O00628,2025-09-20,C0054,P0035,S001,8,84171.71,61563.36,Delivered,22608.35
O00629,2025-06-10,C0033,P0019,S001,13,9111.83,7307.69,Delivered,1804.14
O00630,2025-05-31,C0095,P0008,S019,15,71566.61,54427.05,Delivered,17139.56
O00631,2025-03-26,C0014,P0026,S003,6,103195.47,69824.94,Delivered,33370.53
O00632,2025-05-27,C0065,P0071,S010,13,115161.10,88220.73,Delivered,26940.37
O00633,2025-04-22,C0110,P0030,S008,11,16109.18,11686.29,Processing,4422.89
O00634,2025-02-05,C0080,P0007,S015,13,158753.36,110968.52,Delivered,47784.84
O00635,2025-10-12,C0054,P0067,S010,1,7009.70,5139.30,Delivered,1870.40
O00636,2025-07-07,C0125,P0065,S001,15,11154.18,8494.80,Processing,2659.38
O00637,2025-03-23,C0131,P0036,S018,5,53516.87,39598.10,Delivered,13918.77
O00638,2025-01-02,C0134,P0025,S002,8,17518.37,13971.20,Delivered,3547.17
O00639,2025-10-30,C0025,P0037,S019,3,29716.56,26362.41,Returned,3354.15
O00640,2025-07-16,C0141,P0001,S013,12,83957.68,57561.96,Delivered,26395.72
O00641,2025-01-11,C0117,P0015,S022,6,43636.93,31907.04,Delivered,11729.89
O00642,2025-08-22,C0136,P0037,S001,5,51941.90,43937.35,Delivered,8004.55
O00643,2025-07-14,C0149,P0013,S002,6,6233.87,4224.90,Delivered,2008.97
O00644,2025-04-29,C0025,P0008,S016,10,46988.55,36284.70,Returned,10703.85
O00645,2025-01-20,C0079,P0005,S015,1,4423.99,3613.96,Delivered,810.03
O00646,2025-09-18,C0068,P0060,S013,7,39972.59,28735.00,Processing,11237.59
O00647,2025-10-20,C0012,P0073,S016,9,35614.33,26415.09,Processing,9199.24
O00648,2025-09-13,C0032,P0001,S017,2,13891.37,9593.66,Delivered,4297.71
O00649,2025-08-10,C0128,P0036,S021,10,106924.17,79196.20,Delivered,27727.97
O00650,2025-08-14,C0096,P0035,S007,15,158633.17,115431.30,Delivered,43201.87
O00651,2025-02-22,C0092,P0066,S024,5,82400.33,58071.05,Delivered,24329.28
O00652,2025-12-21,C0141,P0063,S017,10,82519.81,60028.50,Delivered,22491.31
O00653,2025-12-08,C0031,P0023,S007,4,52073.37,40480.28,Returned,11593.09
O00654,2025-12-30,C0078,P0009,S013,6,26566.23,18893.16,Returned,7673.07
O00655,2025-10-07,C0020,P0034,S005,6,21841.75,13656.66,Delivered,8185.09
O00656,2025-03-22,C0146,P0046,S017,11,196361.46,125343.13,Delivered,71018.33
O00657,2025-07-21,C0060,P0004,S003,2,10629.80,8735.80,Processing,1894.00
O00658,2025-06-07,C0134,P0030,S007,2,2682.91,2124.78,Delivered,558.13
O00659,2025-04-30,C0093,P0075,S017,4,23455.76,18945.84,Cancelled,4509.92
O00660,2025-02-28,C0043,P0072,S007,1,11875.30,8190.15,Delivered,3685.15
O00661,2025-08-03,C0130,P0003,S021,9,31930.66,23275.17,Delivered,8655.49
O00662,2025-05-08,C0060,P0014,S001,14,8014.96,6000.96,Cancelled,2014.00
O00663,2025-08-12,C0031,P0060,S017,14,80860.69,57470.00,Delivered,23390.69
O00664,2025-07-28,C0005,P0045,S017,13,113493.90,101820.03,Returned,11673.87
O00665,2025-04-25,C0010,P0034,S011,7,23361.06,15932.77,Returned,7428.29
O00666,2025-07-28,C0089,P0045,S025,12,108968.02,93987.72,Delivered,14980.30
O00667,2025-01-14,C0130,P0061,S003,7,44629.03,32803.54,Delivered,11825.49
O00668,2025-01-09,C0126,P0016,S015,15,72060.50,60075.30,Returned,11985.20
O00669,2025-02-09,C0011,P0066,S021,3,47582.14,34842.63,Returned,12739.51
O00670,2025-08-25,C0056,P0040,S011,15,21139.18,17886.15,Delivered,3253.03
